dranghek,dranghekken
Noord-Afrika,noord-afrika
oprijzen,oprijst
oprijzen,oprees
oprijzen,oprijzend
oprijzen,oprezen
oprijzen,opgerezen
oprijzen,oprijs
weldaad,weldaden
tussenwand,tussenwanden
pegel,pegeltjes
pegel,pegeltje
pegel,pegels
magiër,magiËrs
magiër,magiërs
magiër,magiËr
bruidssuite,bruidssuites
filosofe|filosoof,filosofen
stormbaan,stormbanen
mulattin,mulattinnen
uitschieter,uitschieters
omvertrekken,omvergetrokken
omvertrekken,omvertrokken
omvertrekken,omvertrekt
omvertrekken,omvertrok
Doggersbank,doggersbank
herformuleren,herformuleerde
herformuleren,herformuleer
herformuleren,herformulerend
herformuleren,herformuleert
herformuleren,herformuleerden
herformuleren,geherformuleerd
vertedering,vertederingen
repeteergeweer,repeteergeweren
prentbriefkaart,prentbriefkaarten
doublet,doubletten
versjouwen,versjouwd
versjouwen,versjouwden
versjouwen,versjouwt
versjouwen,versjouw
vestigingswet,vestigingswetten
vervuiler,vervuilers
babydoll,babydolls
afzoeken,afzocht
afzoeken,afgezochte
afzoeken,afzoekend
afzoeken,afzoekt
afzoeken,afzoek
afzoeken,afgezocht
afzoeken,afzochten
lillen,lil
lillen,lilde
lillen,lilt
lillen,lilden
lillen,lillend
argumentatie,argumentaties
Ethiopisch,ethiopisch
verhard,verharder
verhard,verhardste
vernietiging,vernietigingen
lusthof,lusthoven
quiche,quiches
vervuilen,vervuilden
vervuilen,vervuilt
vervuilen,vervuilend
vervuilen,vervuil
vervuilen,vervuild
Bangkoks,bangkoks
opsnijden,opsneden
opsnijden,opsneed
opsnijden,opgesneden
opsnijden,opsnijdende
opsnijden,opsnijdt
opsnijden,opsnijdend
opdoeken,opdoekte
opdoeken,opdoekt
opdoeken,opdoekten
opdoeken,opdoekende
opdoeken,opdoek
opdoeken,opgedoekt
expert,experts
bezettingsmacht,bezettingsmachten
watergeus,watergeuzen
debat,debatten
GEB,geb
uitspitten,uitspittend
uitspitten,uitspit
uitspitten,uitspitte
uitspitten,uitgespit
wespetaille,wespetailles
noest,noester
noest,noesten
noest,noestere
partijblad,partijbladen
omslagartikel,omslagartikelen
steekvlam,steekvlammen
Uruguayaan,uruguayaan
Uruguayaan,uruguayanen
drijver,drijvers
drijven,drijft
drijven,drijf
pissen,gepiste
pissen,gepist
pissen,pissend
pissen,pist
fikken,fikten
fikken,gefikt
fikken,fikte
fikken,fikkend
fikken,fikt
dienstverband,dienstverbanden
rugwervel,rugwervels
manken,mankt
manken,mankend
manken,mankten
manken,mankte
manken,gemankt
Dalmatië,dalmatië
Dalmatië,dalmatiË
restaurant,restaurantjes
restaurant,restaurants
afhouden,afgehouden
afhouden,afhoudt
afhouden,afhoudend
afhouden,afhielden
afhouden,afhoud
afhouden,afhield
wolkam,wolkammen
slachtkip,slachtkippen
uitwerken,uitwerkt
uitwerken,uitwerkte
uitwerken,uitwerk
uitwerken,uitwerkend
uitwerken,uitwerkten
rozenbottel,rozenbottels
ijscoman,ijscomannen
wervelstorm,wervelstormen
creativiteitscentrum,creativiteitscentra
vriezer,vriezers
naaktstrand,naaktstranden
hulplijn,hulplijnen
winkelhaak,winkelhaken
schakeling,schakelingen
afdankertje,afdankertjes
schipperse,schippersen
zegelafdruk,zegelafdrukken
F.D.P.,f.d.p.
oorbel,oorbellen
screenen,screenden
screenen,screenend
screenen,screende
screenen,screent
screenen,gescreend
screenen,screen
slagersmes,slagersmessen
rivale,rivales
segmenteren,segmenterend
segmenteren,segmenteerde
segmenteren,segmenterende
segmenteren,gesegmenteerd
segmenteren,segmenteer
segmenteren,segmenteert
segmenteren,segmenteerden
strijdmiddel,strijdmiddelen
hangkast,hangkasten
buikpijn,buikpijnen
speldenkussen,speldenkussens
weidegebied,weidegebieden
bufferzone,bufferzones
lunchvergadering,lunchvergaderingen
overschakelen,overschakel
overschakelen,overschakelde
overschakelen,overschakelende
overschakelen,overschakelend
overschakelen,overschakelt
overschakelen,overschakelden
overschakelen,overgeschakeld
heerlijk,heerlijkst
heerlijk,heerlijker
Stockholm,stockholm
pinksterbloem,pinksterbloemen
filiaal,filialen
filiaal,filiaaltje
filiaal,filiaaltjes
omzetbelasting,omzetbelastingen
sarcofaag,sarcofagen
inkoken,inkookte
inkoken,inkookt
inkoken,inkokend
inkoken,inkook
inkoken,inkokende
inkoken,ingekookt
fopspeen,fopspenen
drugdealer,drugdealers
bodystocking,bodystockings
schokken,schokte
schokken,schokt
schokken,schokten
schokken,geschokt
skiff,skiffs
jeuken,jeukte
jeuken,jeukt
jeuken,gejeukt
jeuken,jeukend
jeuken,jeukten
ompraten,ompraatten
ompraten,ompraatte
ompraten,ompraat
ompraten,omgepraat
ompraten,omgeprate
tieren,tiert
tieren,getierd
tieren,tierde
tieren,tierden
tieren,tier
tieren,tierend
stoven,stoofden
stoven,stoofde
stoven,stovende
stoven,gestoofd
stoven,stooft
stoven,stovend
opengaan,opengegane
opengaan,openga
opengaan,opengaand
opengaan,opengaat
opengaan,opengingen
opengaan,openging
opengaan,opengegaan
ontspruiten,ontsproten
ontspruiten,ontspruit
ontspruiten,ontspruitend
ontspruiten,ontsproot
anode,anoden
anode,anodes
urethra,urethrae
bijtekenen,bijtekende
bijtekenen,bijteken
bijtekenen,bijtekent
bijtekenen,bijtekenden
bijtekenen,bijgetekend
bijtekenen,bijtekenende
kleimasker,kleimaskers
afzettingsgesteente,afzettingsgesteentes
afzettingsgesteente,afzettingsgesteenten
migraine,migraines
palmtak,palmtakken
blokhut,blokhutten
stofdoek,stofdoeken
flodderjurk,flodderjurken
geluidsinstallatie,geluidsinstallaties
vruchtbaar,vruchtbaarder
vruchtbaar,vruchtbaarst
corridor,corridors
Dodoma,dodoma
aanblijven,aanblijft
aanblijven,aanbleef
aanblijven,aanbleven
aanblijven,aanblijvend
aanblijven,aanblijf
aanblijven,aangebleven
invoerbelasting,invoerbelastingen
overschoen,overschoenen
exercitie,exercitiën
exercitie,exercities
Javaanse,javaansen
nazi-regime,nazi-regimes
gedeporteerde,gedeporteerden
Slavonië,slavonië
stellen,stelde
stellen,stelden
rolgordijn,rolgordijnen
reservespeler,reservespelers
ongelijkmatig,ongelijkmatiger
ongelijkmatig,ongelijkmatigste
ongelijkmatig,ongelijkmatigere
EG-burger,eg-burgers
EG-burger,eg-burger
misdienaar,misdienaars
FNV-bond,fnv-bond
goedmoedig,goedmoedigst
goedmoedig,goedmoedigste
goedmoedig,goedmoediger
goedmoedig,goedmoedigere
waagschaal,waagschalen
weerverwachting,weerverwachtingen
panlat,panlatten
regeringsperiode,regeringsperioden
regeringsperiode,regeringsperiodes
reserveren,reserveert
reserveren,reserverend
reserveren,reserveer
reserveren,reserveerden
reserveren,reserveerde
cup,cups
noemenswaardig,noemenswaardiger
noemenswaardig,noemenswaardigere
noemenswaardig,noemenswaardigste
uitslijten,uitgesleten
uitslijten,uitsleten
uitslijten,uitslijtend
uitslijten,uitslijtende
uitslijten,uitsleet
uitslijten,uitslijt
burgerregering,burgerregeringen
panharing,panharingen
veganist,veganisten
boerenbedrijf,boerenbedrijfje
boerenbedrijf,boerenbedrijven
smeerpijp,smeerpijpen
giechel,giecheltje
giechel,giechels
auditief,auditievere
auditief,auditiever
betimmering,betimmeringen
educatie,educaties
rehabiliteren,rehabiliteert
rehabiliteren,gerehabiliteerd
rehabiliteren,rehabiliteer
rehabiliteren,rehabiliteerden
rehabiliteren,rehabiliterend
rehabiliteren,rehabiliteerde
pennenhouder,pennenhouders
weerklinken,weerklonken
weerklinken,weerklink
weerklinken,weerklinkend
weerklinken,weerklonk
weerklinken,weerklinkt
bloemvaas,bloemvazen
teevee,teevees
Lijflands,lijflands
fluctueren,fluctueer
fluctueren,fluctueerden
fluctueren,fluctueerde
fluctueren,fluctueert
fluctueren,fluctuerend
fluctueren,gefluctueerd
anglofiel,anglofielen
velouté,veloutés
velouté,veloutÉ
vrijspreken,vrijspreekt
vrijspreken,vrijgesproken
vrijspreken,vrijsprak
vrijspreken,vrijsprekend
vrijspreken,vrijspreek
Hindi,hindi
overheadprojector,overheadprojectors
sporadisch,sporadischer
bijlage,bijlagen
flamberen,flamberende
flamberen,flambeerde
flamberen,flambeer
flamberen,flambeerden
flamberen,flamberend
flamberen,geflambeerd
flamberen,flambeert
Dakar,dakar
luiden,luidden
luiden,luidde
luiden,luidt
luiden,luidend
Venezolaans,venezolaans
apporteren,apporteerde
apporteren,apporteerden
apporteren,apporterend
apporteren,apporteert
apporteren,apporteer
apporteren,geapporteerd
apporteren,apporterende
oppervlaktewater,oppervlaktewateren
groente,groenten
groente,groentes
oliepijpleiding,oliepijpleidingen
Togo,togo
twijfelen,twijfelend
twijfelen,twijfelt
twijfelen,getwijfeld
twijfelen,twijfelden
twijfelen,twijfelde
homobeweging,homobewegingen
zacht,zachtjes
zacht,zachter
zacht,zachtkens
zacht,zachtst
afdekken,afgedekt
afdekken,afdek
afdekken,afdekt
afdekken,afdekten
afdekken,afdekkend
afdekken,afdekte
wurmen,wurmend
wurmen,wurmde
wurmen,wurmt
wurmen,gewurmd
wurmen,wurmden
veiligheidsdienst,veiligheidsdiensten
verzoeken,verzocht
verzoeken,verzochten
verzoeken,verzoekt
verzoeken,verzoekend
onachtzaam,onachtzamer
verzoeker,verzoekers
oen,oenen
luchtshow,luchtshows
EOE-index,eoe-index
spikkel,spikkeltjes
spikkel,spikkeltje
spikkel,spikkels
anarchist|anarchiste,anarchisten
patattent,patattenten
boeren,boerend
boeren,boert
boeren,geboerd
boeren,boerde
boeren,boerden
rollenspel,rollenspelen
zwerftocht,zwerftochten
gevat,gevatter
gevat,gevatst
gevat,gevatste
gevat,gevattere
spraakkunst,spraakkunsten
horoskoop,horoskopen
induwen,induwt
induwen,ingeduwd
induwen,induwden
induwen,ingeduwde
induwen,induwend
induwen,induwde
induwen,induw
controlekamer,controlekamers
portefeuillehouder,portefeuillehouders
erker,erkertje
erker,erkers
aanslagbiljet,aanslagbiljetten
klokken,klokte
klokken,klokt
klokken,klokkend
klokken,klokten
klokken,geklokt
oorverdovend,oorverdovender
oorverdovend,oorverdovendste
troostprijs,troostprijzen
karnen,karnde
karnen,karnden
karnen,karnende
karnen,karnt
karnen,karnend
karnen,gekarnde
karnen,gekarnd
kwantificeren,kwantificeer
kwantificeren,kwantificerend
kwantificeren,kwantificeerde
kwantificeren,kwantificeerden
kwantificeren,kwantificeert
kwantificeren,gekwantificeerd
bovenzijde,bovenzijden
serviel,servieler
afvalverbrander,afvalverbranders
rebelleren,gerebelleerd
rebelleren,rebelleerden
rebelleren,rebelleert
rebelleren,rebelleerde
rebelleren,rebelleer
rebelleren,rebellerend
dikoor,dikoren
palmboom,palmbomen
privé-les,privé-lessen
miljardair,miljardairs
reclamedrukwerk,reclamedrukwerkjes
potsierlijk,potsierlijker
potsierlijk,potsierlijkst
potsierlijk,potsierlijkere
talenwonder,talenwonders
talenwonder,talenwonderen
speelveld,speelvelden
orthopedist,orthopedisten
Beijing,beijing
beklijven,beklijf
beklijven,beklijfd
beklijven,beklijvend
beklijven,beklijfden
beklijven,beklijft
zigeunerin,zigeunerinnen
verzamelband,verzamelbanden
benutten,benuttend
benutten,benut
benutten,benutte
benutten,benute
principeovereenkomst,principeovereenkomsten
Scandinaviër,scandinaviër
Scandinaviër,scandinaviërs
buitensluiten,buitensloten
buitensluiten,buitensloot
buitensluiten,buitensluitend
buitensluiten,buitensluit
buitensluiten,buitengesloten
eerbewijs,eerbewijzen
strippen,stript
strippen,strippend
strippen,stripten
strippen,stripte
strippen,gestript
constant,constanter
constant,constantst
zomerkleed,zomerkleden
Babel,babel
orderegel,orderegels
pashokje,pashokjes
beleidsniveau,beleidsniveaus
bemoeial,bemoeiallen
bemoeial,bemoeials
stripper,strippers
onderzoeksmethode,onderzoeksmethoden
onderzoeksmethode,onderzoeksmethodes
slagerij,slagerijen
pandjesjas,pandjesjassen
vertolker,vertolkers
verruimen,verruimden
verruimen,verruimd
verruimen,verruim
verruimen,verruimt
verruimen,verruimend
vertolken,vertolkend
vertolken,vertolkten
vertolken,vertolkt
vertolken,vertolk
pleegzoon,pleegzoons
pleegzoon,pleegzonen
inflatie,inflaties
kankercel,kankercellen
straatmeid,straatmeiden
toenemen,toeneem
toenemen,toenam
toenemen,toegenomen
toenemen,toeneemt
Paraguayse,paraguayse
kronkelen,kronkelt
kronkelen,kronkelend
kronkelen,gekronkeld
kronkelen,kronkelden
kronkelen,kronkelde
Mongolië,mongoliË
Mongolië,mongolië
overladen,overlaad
overladen,overladend
overladen,overlaadden
overladen,overlaadde
overladen,overlaadt
overladen,overgeladen
geëngageerd,geËngageerde
verheffend,verheffender
verheffend,verheffendst
onuitwisbaar,onuitwisbaarder
onuitwisbaar,onuitwisbaarste
declaratie,declaraties
atoomonderzeeër,atoomonderzeeërs
kattenbak,kattenbakken
Friezin,friezinnetje
Friezin,friezin
Friezin,friezinnen
Friezin,friezinnetjes
onewomanshow,onewomanshows
Sahara,sahara
uterus,uterussen
dronkaard,dronkaards
prepositie,preposities
reclamezuil,reclamezuilen
seismograaf,seismografen
souper,soupers
souper,soupeetje
souper,soupeetjes
lithografie,lithografieën
concessie,concessies
separatie,separaties
dijkbreuk,dijkbreuken
gezond,gezondst
gezond,gezonder
tombe,tombes
tombe,tomben
leeslamp,leeslampen
lotgenoot,lotgenootjes
lotgenoot,lotgenoten
traditioneel,traditioneelst
traditioneel,traditioneler
plectrum,plectrums
plectrum,plectra
verlaging,verlagingen
walvisvaarder,walvisvaarders
zielverwant,zielverwanten
auteursrecht,auteursrechten
figureren,gefigureerd
figureren,figureert
figureren,figurerend
figureren,figureerden
figureren,figureer
figureren,figureerde
brandstof,brandstoffen
verdringen,verdringend
verdringen,verdrongen
verdringen,verdrong
verdringen,verdringt
verdringen,verdring
dessert,desserten
dessert,desserts
horloge,horloges
neurochirurg,neurochirurgen
puntentelling,puntentellingen
rekwest,rekwesten
AWBZ,awbz
trefpunt,trefpunten
pesterig,pesteriger
keukenrol,keukenrollen
tegenstander,tegenstanders
aftreksel,aftreksels
aftreksel,aftrekseltje
aftreksel,aftrekseltjes
bouwmateriaal,bouwmaterialen
communicant,communicanten
teken,tekentje
teken,tekentjes
teken,tekens
frutselen,gefrutseld
frutselen,frutselende
frutselen,frutselt
frutselen,frutselend
frutselen,gefrutselde
frutselen,frutselden
frutselen,frutselde
dichtvorm,dichtvormen
karwats,karwatsen
pluspunt,pluspunten
kuipstoel,kuipstoelen
oord,oorden
inkten,inktende
inkten,inktte
inkten,inktend
inkten,inktten
inkten,geïnkt
toedenken,toedenkt
toedenken,toegedacht
toedenken,toedachten
toedenken,toedacht
toedenken,toedenk
aloë,aloË
halssnoer,halssnoeren
graat,graten
koeler,koelers
aangroeien,aangroeide
aangroeien,aangroeiend
aangroeien,aangroeit
aangroeien,aangroeiden
aangroeien,aangegroeid
diskjockey,diskjockeys
verongelijken,verongelijk
verongelijken,verongelijkten
uitbenen,uitgebeend
uitbenen,uitbeent
uitbenen,uitbeenden
uitbenen,uitbeende
uitbenen,uitbeen
uitbenen,uitbenend
uitbenen,uitbenende
microprocessor,microprocessoren
microprocessor,microprocessors
politieschool,politiescholen
koelen,gekoeld
koelen,koelt
koelen,koelde
koelen,koelend
koelen,koelden
verkeersongeluk,verkeersongelukken
erecode,erecodes
mietje,mietjes
administrateur,administrateurs
administrateur,administrateuren
Agana,agana
volumeknop,volumeknoppen
minimaal,minimalere
minimaal,minimaler
minimaal,minimaalst
lijdelijk,lijdelijker
consultatie,consultaties
traumateam,traumateams
galeriehouder,galeriehouders
talent,talenten
Monrovia,monrovia
oppeuzelen,opgepeuzeld
oppeuzelen,oppeuzelde
oppeuzelen,oppeuzel
oppeuzelen,oppeuzelden
oppeuzelen,oppeuzelend
oppeuzelen,oppeuzelt
overheidsbudget,overheidsbudgetten
hoofdeinde,hoofdeinden
sportfanaat,sportfanaten
eventualiteit,eventualiteiten
faillissement,faillissementen
uitstoten,uitstotend
uitstoten,uitstootten
uitstoten,uitstiet
uitstoten,uitgestoten
uitstoten,uitstieten
uitstoten,uitstootte
forsgebouwd,forsgebouwde
infanterist,infanteristen
negorij,negorijen
zijn,ben
zijn,bent
zijn,is
zijn,zijnd
opname,opnames
Gents,gents
abonnementsgeld,abonnementsgelden
haken,hakend
haken,haakte
haken,haakten
haken,haakt
haken,gehaakt
centrumspits,centrumspitsen
boswandeling,boswandelingen
bevoelen,bevoelende
bevoelen,bevoelt
bevoelen,bevoelend
bevoelen,bevoel
bevoelen,bevoelden
bevoelen,bevoeld
spanningsboog,spanningsbogen
waterstofatoom,waterstofatomen
fotoredactie,fotoredacties
overstelpen,overstelpt
overstelpen,overstelpten
overstelpen,overstelp
butler,butlers
beschut,beschutste
beschut,beschuttere
beschut,beschutter
postadres,postadressen
schrappen,schrapten
schrappen,schrappende
schrappen,schrapt
schrappen,schrappend
schrappen,geschrapt
schrappen,schrapte
pleeboy,pleeboys
schadeclaim,schadeclaims
hoofdrolspeler,hoofdrolspelers
radijs,radijzen
herdershond,herdershonden
kiosk,kiosken
opvoering,opvoeringen
rondlopen,rondloopt
rondlopen,rondlopend
rondlopen,rondgelopen
rondlopen,rondliepen
rondlopen,rondliep
rondlopen,rondloop
droogtrommel,droogtrommels
vermaard,vermaarder
vermaard,vermaardere
vermaard,vermaardst
hertog,hertogen
reproductie,reproducties
klaarleggen,klaarleg
klaarleggen,klaarleggend
klaarleggen,klaargelegd
klaarleggen,klaarlegde
klaarleggen,klaarlegt
klaarleggen,klaarlegden
beklemtonen,beklemtoon
beklemtonen,beklemtoont
beklemtonen,beklemtoonden
beklemtonen,beklemtonend
beklemtonen,beklemtoond
vulpen,vulpennen
verdunnen,verdunnend
verdunnen,verdunt
verdunnen,verdund
verdunnen,verdunden
verdunnen,verdun
monseigneur,monseigneurs
examenkandidaat,examenkandidaten
poreus,poreuzere
poreus,poreuzer
vergrootglas,vergrootglazen
zelfstandige,zelfstandigen
hekkesluiter,hekkesluiters
verdunner,verdunners
televisieantenne,televisieantennes
afwissen,afwist
afwissen,afgewist
afwissen,afwiste
afwissen,afwissend
afwissen,afwis
afwissen,afwisten
boekbinder,boekbinders
lammen,lamde
lammen,lamden
lammen,lammende
lammen,gelamd
lammen,lamt
laadbrug,laadbruggen
bestuurscollege,bestuurscolleges
uitgebreidheid,uitgebreidheden
opbeurend,opbeurender
collecteren,collecteer
collecteren,collecteerden
collecteren,collecterend
collecteren,collecteerde
collecteren,collecteert
collecteren,gecollecteerd
haarscheurtje,haarscheurtjes
Saksische,saksischen
parallelweg,parallelwegen
scheepswand,scheepswanden
plantenziekte,plantenziekten
plantenziekte,plantenziektes
gelegenheidsgedicht,gelegenheidsgedichten
zangeres,zangeresjes
zangeres,zangeressen
zangeres,zangeresje
onderdoen,onderdeden
onderdoen,onderdeed
onderdoen,ondergedaan
onderdoen,onderdoet
onderdoen,onderdoe
onderdoen,onderdoend
doctorstitel,doctorstitels
hebberig,hebberigste
hebberig,hebberigst
hebberig,hebberiger
vooravond,vooravonden
bioscoop,bioscoopje
bioscoop,bioscopen
bioscoop,bioscoopjes
Mozambikaanse,mozambikaanse
Zwolle,zwolle
kosmopolitisch,kosmopolitischer
kosmopolitisch,kosmopolitischere
berispen,berisp
berispen,berispten
berispen,berispt
berispen,berispend
platwalsen,platgewalst
platwalsen,platwalst
platwalsen,platwalsten
platwalsen,platwalste
platwalsen,platwals
platwalsen,platwalsend
zeepbel,zeepbellen
stileren,stilerend
stileren,stileert
stileren,stileer
stileren,stileerde
stileren,stileerden
Y.,y.
wielewaal,wielewalen
dollen,dolde
dollen,dolden
dollen,dollend
dollen,gedold
dollen,dolt
dagprijs,dagprijzen
watercloset,waterclosets
smalfilm,smalfilms
bekomst,bekomste
vertrouwensarts,vertrouwensartsen
glijbaan,glijbaantje
glijbaan,glijbanen
verhindering,verhinderingen
hardrijder,hardrijders
grendel,grendeltjes
grendel,grendels
grendel,grendeltje
Krim,krim
bezeilen,bezeilt
bezeilen,bezeilden
bezeilen,bezeild
bezeilen,bezeilende
bezeilen,bezeilend
bezeilen,bezeil
sportschool,sportscholen
uitpoepen,uitpoepte
uitpoepen,uitpoepend
uitpoepen,uitpoepten
uitpoepen,uitpoept
uitpoepen,uitpoepende
uitpoepen,uitgepoept
uitpoepen,uitpoep
Bahamaan,bahamaan
Bahamaan,bahamanen
Boliviaans,boliviaans
doorbreken,doorgebroken
doorbreken,doorbreek
doorbreken,doorbrekend
doorbreken,doorbroken
doorbreken,doorbrak
doorbreken,doorbreekt
achteringang,achteringangen
speklaag,speklagen
glastuinder,glastuinders
borstzak,borstzakjes
borstzak,borstzakje
borstzak,borstzakken
Cappadocië,cappadocië
Cappadocië,cappadociË
diplomatiek,diplomatiekste
diplomatiek,diplomatiekst
diplomatiek,diplomatiekere
diplomatiek,diplomatieker
bolder,bolders
Elzaskanaal,elzaskanaal
uitlichten,uitgelicht
uitlichten,uitlichtte
uitlichten,uitlichtten
uitlichten,uitlichtend
uitlichten,uitlicht
aandrijfas,aandrijfassen
trucage,trucages
hersenvliesontsteking,hersenvliesontstekingen
oppositie,opposities
grossieren,grossierende
grossieren,grossierend
grossieren,grossierden
grossieren,grossierde
grossieren,grossiert
grossieren,gegrossierd
cider,ciders
E.O.,e.o.
piloot,piloten
dictee,dicteetje
dictee,dictees
dictee,dicteetjes
verdommen,verdommend
